position,age,nationality
Goalkeeper,30.0,United States
Goalkeeper,25.0,Scotland
Goalkeeper,22.0,England
Goalkeeper,35.0,England
Centre-Back,26.0,England
Centre-Back,26.0,England
Centre-Back,28.0,Nigeria
Centre-Back,31.0,France
Centre-Back,25.0,Netherlands
Centre-Back,24.0,Switzerland
Centre-Back,31.0,Australia
Centre-Back,17.0,Ireland
Centre-Back,17.0,DR Congo
Centre-Back,17.0,Germany
Left-Back,24.0,England
Left-Back,16.0,England
Left-Back,16.0,England
Right-Back,32.0,England
Right-Back,28.0,England
Right-Back,20.0,Ireland
Defensive Midfield,18.0,England
Central Midfield,27.0,Spain
Central Midfield,21.0,Belgium
Central Midfield,28.0,England
Central Midfield,19.0,England
Central Midfield,17.0,England
Central Midfield,17.0,England
Central Midfield,17.0,Nigeria
Left Midfield,17.0,Wales
Attacking Midfield,29.0,Australia
Attacking Midfield,24.0,Russia
Attacking Midfield,17.0,England
Left Winger,27.0,South Africa
Second Striker,27.0,United States
Centre-Forward,26.0,Nigeria
Centre-Forward,22.0,Brazil
Centre-Forward,30.0,France
Centre-Forward,21.0,Nigeria
Centre-Forward,20.0,England
Centre-Forward,20.0,England
Centre-Forward,19.0,England
Centre-Forward,16.0,England
