position,age,nationality
Goalkeeper,22,Czech Republic
Goalkeeper,30,Italy
Goalkeeper,20,England
Goalkeeper,18,DR Congo
Centre-Back,26,Portugal
Centre-Back,26,France
Centre-Back,23,England
Centre-Back,26,Czech Republic
Centre-Back,19,Germany
Centre-Back,19,Scotland
Left-Back,25,Nigeria
Left-Back,23,England
Right-Back,19,England
Right-Back,25,Portugal
Defensive Midfield,31,France
Defensive Midfield,29,Russia
Defensive Midfield,20,Portugal
Central Midfield,26,England
Central Midfield,23,England
Central Midfield,23,Portugal
Central Midfield,17,England
Right Midfield,25,Ireland
Right Midfield,25,Cameroon
Attacking Midfield,22,England
Right Winger,20,Netherlands
Right Winger,20,Portugal
Centre-Forward,25,Romania
Centre-Forward,25,Serbia
Centre-Forward,26,Cote d'Ivoire
Centre-Forward,25,Iceland
Centre-Forward,23,Finland
