position,age,nationality
Goalkeeper,30.0,Spain
Goalkeeper,25.0,Belgium
Goalkeeper,31.0,Australia
Goalkeeper,20.0,Wales
Centre-Back,28.0,Denmark
Centre-Back,23.0,France
Centre-Back,28.0,Slovakia
Centre-Back,32.0,Cote d'Ivoire
Centre-Back,22.0,Uruguay
Centre-Back,20.0,Portugal
Centre-Back,20.0,Germany
Left-Back,27.0,Spain
Left-Back,25.0,France
Left-Back,19.0,Australia
Right-Back,28.0,England
Right-Back,23.0,England
Right-Back,20.0,England
Right-Back,20.0,England
Defensive Midfield,26.0,Brazil
Central Midfield,23.0,Wales
Central Midfield,33.0,England
Central Midfield,23.0,England
Central Midfield,16.0,England
Attacking Midfield,20.0,Spain
Attacking Midfield,20.0,Hungary
Attacking Midfield,20.0,Portugal
Attacking Midfield,17.0,England
Left Winger,22.0,Italy
Left Winger,21.0,Brazil
Right Winger,22.0,Nigeria
Right Winger,18.0,England
Right Winger,19.0,Spain
Right Winger,17.0,England
Centre-Forward,26.0,Uruguay
Centre-Forward,23.0,England
Centre-Forward,25.0,Spain
