position,age,nationality
Goalkeeper,32,France
Goalkeeper,35,Netherlands
Goalkeeper,27,Argentina
Centre-Back,23,Colombia
Centre-Back,30,Belgium
Centre-Back,32,Belgium
Centre-Back,21,Argentina
Centre-Back,21,United States
Left-Back,28,England
Left-Back,26,Wales
Right-Back,28,England
Right-Back,26,Cote d'Ivoire
Right-Back,22,England
Defensive Midfield,25,England
Defensive Midfield,27,Kenya
Defensive Midfield,18,England
Central Midfield,23,England
Central Midfield,29,France
Attacking Midfield,23,England
Attacking Midfield,27,Denmark
Attacking Midfield,22,England
Left Winger,26,"Korea, South"
Right Winger,26,Brazil
Right Winger,27,Argentina
Centre-Forward,25,England
Centre-Forward,24,Netherlands
Centre-Forward,34,Spain
