position,age,nationality
Goalkeeper,20,Spain
Goalkeeper,27,Denmark
Goalkeeper,29,Poland
Goalkeeper,21,England
Centre-Back,29,Serbia
Centre-Back,32,England
Centre-Back,23,Northern Ireland
Centre-Back,21,England
Centre-Back,19,England
Centre-Back,19,England
Centre-Back,18,England
Centre-Back,18,England
Left-Back,30,France
Left-Back,25,England
Left-Back,18,England
Right-Back,25,Ecuador
Right-Back,20,Brazil
Right-Back,20,Brazil
Right-Back,22,Belgium
Right-Back,19,Belgium
Defensive Midfield,29,England
Central Midfield,27,Scotland
Central Midfield,23,Brazil
Central Midfield,36,England
Central Midfield,23,Ireland
Central Midfield,21,England
Central Midfield,18,France
Right Midfield,18,England
Left Midfield,37,Wales
Attacking Midfield,30,"Korea, South"
Attacking Midfield,18,Jamaica
Left Winger,24,Portugal
Right Winger,18,England
Centre-Forward,25,England
Centre-Forward,30,Bulgaria
Centre-Forward,23,Mexico
Centre-Forward,31,England
Centre-Forward,20,England
Centre-Forward,23,Senegal
Centre-Forward,19,Italy
Centre-Forward,18,England
