position,age,nationality
Goalkeeper,32,Poland
Goalkeeper,22,Spain
Goalkeeper,19,England
Goalkeeper,19,England
Centre-Back,27,England
Centre-Back,31,Finland
Centre-Back,25,Spain
Centre-Back,25,Mali
Centre-Back,20,Denmark
Centre-Back,21,United States
Centre-Back,16,Spain
Left-Back,24,Norway
Left-Back,23,England
Right-Back,24,Netherlands
Right-Back,29,Ireland
Right-Back,20,England
Right-Back,18,Spain
Defensive Midfield,23,Spain
Defensive Midfield,31,Germany
Defensive Midfield,28,Senegal
Defensive Midfield,20,Mali
Defensive Midfield,20,Algeria
Central Midfield,25,England
Central Midfield,19,England
Central Midfield,20,Ireland
Right Midfield,16,England
Left Winger,26,Australia
Left Winger,28,Netherlands
Right Winger,27,Spain
Second Striker,20,France
Centre-Forward,23,France
Centre-Forward,23,Czech Republic
Centre-Forward,29,Spain
Centre-Forward,30,England
Centre-Forward,24,England
Centre-Forward,20,France
Centre-Forward,17,Austria
