position,age,nationality
Goalkeeper,26,Poland
Goalkeeper,34,Czech Republic
Goalkeeper,27,Colombia
Goalkeeper,23,Argentina
Goalkeeper,21,England
Centre-Back,30,France
Centre-Back,24,Germany
Centre-Back,31,Germany
Centre-Back,21,England
Centre-Back,25,Brazil
Centre-Back,18,Poland
Centre-Back,20,England
Left-Back,30,Spain
Left-Back,26,England
Left-Back,18,England
Right-Back,21,Spain
Right-Back,24,England
Right-Back,30,France
Defensive Midfield,23,Switzerland
Defensive Midfield,25,France
Defensive Midfield,23,Egypt
Defensive Midfield,18,England
Defensive Midfield,17,England
Central Midfield,25,Wales
Central Midfield,31,Spain
Central Midfield,24,England
Central Midfield,22,England
Central Midfield,18,France
Central Midfield,19,United States
Right Midfield,18,England
Attacking Midfield,27,Germany
Left Winger,27,Chile
Left Winger,20,Nigeria
Right Winger,27,England
Right Winger,24,Costa Rica
Right Winger,18,England
Centre-Forward,29,France
Centre-Forward,25,England
Centre-Forward,27,Spain
Centre-Forward,23,France
Centre-Forward,20,England
Centre-Forward,18,England
