position,age,nationality
Goalkeeper,28,Spain
Goalkeeper,29,Australia
Goalkeeper,31,Brazil
Goalkeeper,21,Hungary
Centre-Back,26,Denmark
Centre-Back,26,Slovakia
Centre-Back,33,England
Centre-Back,20,Uruguay
Centre-Back,19,Scotland
Left-Back,25,Spain
Left-Back,31,Brazil
Left-Back,17,England
Right-Back,26,England
Right-Back,21,England
Right-Back,18,England
Defensive Midfield,24,Brazil
Defensive Midfield,22,England
Central Midfield,31,England
Central Midfield,28,Portugal
Central Midfield,21,England
Central Midfield,25,Scotland
Central Midfield,19,England
Left Midfield,26,England
Left Winger,30,Argentina
Left Winger,31,Wales
Right Winger,30,Netherlands
Right Winger,16,England
Centre-Forward,24,Uruguay
Centre-Forward,22,England
Centre-Forward,22,France
Centre-Forward,20,England
