position,age,nationality
Goalkeeper,26.0,Scotland
Goalkeeper,26.0,Hungary
Goalkeeper,21.0,Northern Ireland
Centre-Back,25.0,Albania
Centre-Back,24.0,England
Centre-Back,26.0,Ghana
Centre-Back,25.0,England
Centre-Back,29.0,Paraguay
Centre-Back,28.0,Wales
Centre-Back,28.0,Jamaica
Centre-Back,25.0,England
Centre-Back,30.0,Scotland
Centre-Back,20.0,France
Left-Back,24.0,England
Left-Back,28.0,Northern Ireland
Left-Back,19.0,Ireland
Right-Back,24.0,Scotland
Right-Back,24.0,Scotland
Right-Back,30.0,Trinidad and Tobago
Defensive Midfield,21.0,England
Defensive Midfield,29.0,Finland
Defensive Midfield,19.0,England
Defensive Midfield,18.0,Philippines
Central Midfield,29.0,France
Central Midfield,23.0,England
Central Midfield,19.0,England
Central Midfield,20.0,Ireland
Central Midfield,18.0,England
Left Midfield,26.0,Ireland
Left Winger,32.0,Netherlands
Centre-Forward,25.0,England
Centre-Forward,24.0,Trinidad and Tobago
Centre-Forward,30.0,Zimbabwe
Centre-Forward,21.0,England
Centre-Forward,29.0,Northern Ireland
Centre-Forward,26.0,Ireland
Centre-Forward,23.0,Ireland
Centre-Forward,18.0,England
