position,age,nationality
Goalkeeper,28,England
Goalkeeper,26,England
Goalkeeper,21,Tunisia
Goalkeeper,24,Argentina
Goalkeeper,35,England
Goalkeeper,18,England
Centre-Back,24,Netherlands
Centre-Back,29,Uruguay
Centre-Back,32,Portugal
Centre-Back,27,Romania
Centre-Back,27,Japan
Centre-Back,22,England
Left-Back,26,England
Left-Back,20,England
Left-Back,21,England
Right-Back,24,Portugal
Right-Back,27,France
Right-Back,26,Curacao
Defensive Midfield,25,Netherlands
Defensive Midfield,24,Spain
Central Midfield,21,England
Central Midfield,31,Northern Ireland
Central Midfield,20,Denmark
Central Midfield,21,England
Attacking Midfield,22,Morocco
Attacking Midfield,20,England
Left Winger,27,Serbia
Left Winger,22,England
Left Winger,23,Wales
Right Winger,19,England
Centre-Forward,24,Italy
Centre-Forward,26,England
Centre-Forward,26,England
Centre-Forward,29,Ireland
Centre-Forward,20,England
Centre-Forward,18,England
